Store,Dept,YearMonth,Monthly_Sales
1,22,2011-03,37375.49
1,22,2011-04,33432.5
1,22,2011-05,24964.73
1,22,2011-06,25869.55
1,22,2011-07,31908.62
1,22,2011-08,30052.559999999998
1,22,2011-09,36858.36
1,22,2011-10,30262.690000000002
1,22,2011-11,43193.76
1,22,2011-12,54776.55
1,22,2012-01,29198.71
1,22,2012-02,40981.229999999996
1,22,2012-03,45438.27
1,22,2012-04,26603.93
1,22,2012-05,27878.87
1,22,2012-06,32155.55
1,22,2012-07,26202.010000000002
1,22,2012-08,34286.51
1,22,2012-09,25689.23
1,22,2012-10,33260.57
1,23,2010-02,86139.12
1,23,2010-03,75658.26999999999
1,23,2010-04,97807.83
1,23,2010-05,86265.8
1,23,2010-06,107886.91
1,23,2010-07,105149.70000000001
1,23,2010-08,97536.16
1,23,2010-09,66392.92
1,23,2010-10,95119.67
1,23,2010-11,104222.0
1,23,2010-12,176705.34
1,23,2011-01,68991.8
1,23,2011-02,90353.81
1,23,2011-03,84689.44
1,23,2011-04,99882.37
1,23,2011-05,80482.88
1,23,2011-06,91110.23999999999
1,23,2011-07,92153.89
1,23,2011-08,90486.11
1,23,2011-09,79464.33
1,23,2011-10,76521.66
1,23,2011-11,96161.73
1,23,2011-12,166562.03
1,23,2012-01,60028.45
1,23,2012-02,89788.56
1,23,2012-03,105446.35
1,23,2012-04,83093.12
1,23,2012-05,82723.32
1,23,2012-06,121369.92
1,23,2012-07,77798.63
1,23,2012-08,114954.3
1,23,2012-09,62013.31
1,23,2012-10,79155.44
1,24,2010-02,29320.66
1,24,2010-03,21420.95
1,24,2010-04,28902.9
1,24,2010-05,21040.65
1,24,2010-06,20250.2
1,24,2010-07,26365.03
1,24,2010-08,54878.79
1,24,2010-09,15844.35
1,24,2010-10,28070.36
1,24,2010-11,32342.62
1,24,2010-12,52865.229999999996
1,24,2011-01,18128.21
1,24,2011-02,30653.98
1,24,2011-03,20720.52
1,24,2011-04,25610.7
1,24,2011-05,15081.88
1,24,2011-06,14226.45
1,24,2011-07,17967.28
1,24,2011-08,44552.95
1,24,2011-09,18494.690000000002
1,24,2011-10,22089.14
1,24,2011-11,27926.809999999998
1,24,2011-12,45390.69
1,24,2012-01,14281.39
1,24,2012-02,24873.43
1,24,2012-03,27253.41
1,24,2012-04,20439.75
1,24,2012-05,19471.940000000002
1,24,2012-06,19193.309999999998
1,24,2012-07,20348.0
1,24,2012-08,59809.39
1,24,2012-09,19463.54
1,24,2012-10,27517.53
1,25,2010-02,45368.17
1,25,2010-03,47141.25
1,25,2010-04,62962.4
1,25,2010-05,45728.63
1,25,2010-06,45800.5
1,25,2010-07,45241.22
1,25,2010-08,38925.25
1,25,2010-09,33112.71
1,25,2010-10,48414.09
1,25,2010-11,41539.49
1,25,2010-12,58999.24
1,25,2011-01,26620.39
1,25,2011-02,37472.19
1,25,2011-03,46932.09
1,25,2011-04,52093.14
1,25,2011-05,39288.72
1,25,2011-06,42777.200000000004
1,25,2011-07,43167.8
1,25,2011-08,38359.48
1,25,2011-09,40590.57
1,25,2011-10,37495.47
1,25,2011-11,42263.43
1,25,2011-12,58867.15
1,25,2012-01,25366.4
1,25,2012-02,40133.59
1,25,2012-03,64124.37
1,25,2012-04,48148.130000000005
1,25,2012-05,44467.94
1,25,2012-06,51800.020000000004
1,25,2012-07,37372.009999999995
1,25,2012-08,49324.22
1,25,2012-09,30493.02
1,25,2012-10,41393.88
1,26,2010-02,40876.78
1,26,2010-03,30443.8
1,26,2010-04,42759.91
1,26,2010-05,28814.78
1,26,2010-06,25012.260000000002
1,26,2010-07,28800.88
1,26,2010-08,24312.57
1,26,2010-09,22800.76
1,26,2010-10,38641.8
1,26,2010-11,37686.2
1,26,2010-12,47454.25
1,26,2011-01,19303.03
1,26,2011-02,30717.21
1,26,2011-03,27338.58
1,26,2011-04,31095.32
1,26,2011-05,22993.690000000002
1,26,2011-06,23033.739999999998
1,26,2011-07,24406.3
1,26,2011-08,21035.32
1,26,2011-09,22900.6
1,26,2011-10,32019.809999999998
1,26,2011-11,31280.33
1,26,2011-12,42608.229999999996
1,26,2012-01,17749.66
1,26,2012-02,31047.42
1,26,2012-03,38506.4
1,26,2012-04,27435.34
1,26,2012-05,23599.96
1,26,2012-06,27558.27
1,26,2012-07,19857.48
1,26,2012-08,27159.18
1,26,2012-09,22599.13
1,26,2012-10,35974.62
1,27,2010-02,8793.75
1,27,2010-03,5022.5
1,27,2010-04,5156.54
1,27,2010-05,3928.95
1,27,2010-06,3603.99
1,27,2010-07,4287.01
1,27,2010-08,5921.42
1,27,2010-09,3219.27
1,27,2010-10,6235.9
1,27,2010-11,7112.7
1,27,2010-12,14404.89
1,27,2011-01,5801.54
1,27,2011-02,6870.88
1,27,2011-03,5267.77
1,27,2011-04,5376.860000000001
1,27,2011-05,3750.67
1,27,2011-06,3240.8100000000004
1,27,2011-07,3447.79
1,27,2011-08,4871.84
1,27,2011-09,4194.18
1,27,2011-10,5733.27
1,27,2011-11,7586.17
1,27,2011-12,16598.440000000002
1,27,2012-01,5830.83
1,27,2012-02,8605.09
1,27,2012-03,7109.360000000001
1,27,2012-04,4402.73
1,27,2012-05,3617.13
1,27,2012-06,4927.08
1,27,2012-07,4191.34
1,27,2012-08,6967.77
1,27,2012-09,3914.01
1,27,2012-10,6582.42
1,28,2010-02,4091.81
1,28,2010-03,3373.01
1,28,2010-04,4048.04
1,28,2010-05,2335.25
1,28,2010-06,1941.9299999999998
1,28,2010-07,2241.68
1,28,2010-08,1985.63
1,28,2010-09,2049.66
1,28,2010-10,4013.62
1,28,2010-11,3754.12
1,28,2010-12,4365.53
1,28,2011-01,3029.24
1,28,2011-02,3020.25
1,28,2011-03,2541.28
1,28,2011-04,3023.49
1,28,2011-05,1968.6100000000001
1,28,2011-06,1588.1
1,28,2011-07,1884.59
1,28,2011-08,1345.98
1,28,2011-09,2208.69
1,28,2011-10,2265.38
1,28,2011-11,2929.19
1,28,2011-12,3978.13
1,28,2012-01,2374.2200000000003
1,28,2012-02,2897.06
1,28,2012-03,2764.24
1,28,2012-04,1971.85
1,28,2012-05,1712.29
1,28,2012-06,1973.3
1,28,2012-07,1316.05
1,28,2012-08,1514.72
1,28,2012-09,1671.3600000000001
1,28,2012-10,2637.0
1,29,2010-02,27660.76
1,29,2010-03,18075.809999999998
1,29,2010-04,20405.42
1,29,2010-05,18794.71
1,29,2010-06,16692.14
1,29,2010-07,23597.21
1,29,2010-08,21051.17
1,29,2010-09,16329.83
1,29,2010-10,20569.64
1,29,2010-11,21956.12
1,29,2010-12,41836.84
1,29,2011-01,17444.04
1,29,2011-02,24569.53
1,29,2011-03,18292.18
1,29,2011-04,20584.65
1,29,2011-05,17557.49
1,29,2011-06,15145.83
1,29,2011-07,17992.3
1,29,2011-08,15797.79
1,29,2011-09,16402.45
1,29,2011-10,15692.96
1,29,2011-11,19531.55
1,29,2011-12,40461.76
1,29,2012-01,15383.810000000001
1,29,2012-02,25861.92
1,29,2012-03,22849.489999999998
1,29,2012-04,14702.01
1,29,2012-05,16496.64
1,29,2012-06,18534.08
1,29,2012-07,14706.36
1,29,2012-08,20666.55
1,29,2012-09,13885.89
1,29,2012-10,15569.82
1,30,2010-02,20168.98
1,30,2010-03,14528.5
1,30,2010-04,21077.28
1,30,2010-05,17424.19
1,30,2010-06,15791.02
1,30,2010-07,18979.62
1,30,2010-08,17859.52
1,30,2010-09,13460.5
1,30,2010-10,15836.28
1,30,2010-11,11397.52
1,30,2010-12,15126.52
1,30,2011-01,10838.5
1,30,2011-02,16719.65
1,30,2011-03,18339.64
1,30,2011-04,20496.32
1,30,2011-05,14140.74
1,30,2011-06,14421.8
1,30,2011-07,18709.44
1,30,2011-08,13089.27
1,30,2011-09,13288.869999999999
1,30,2011-10,11228.46
1,30,2011-11,10438.3
1,30,2011-12,12059.3
1,30,2012-01,9643.3
1,30,2012-02,14017.08
1,30,2012-03,18989.45
1,30,2012-04,13230.939999999999
1,30,2012-05,13434.54
1,30,2012-06,16501.16
1,30,2012-07,11557.96
1,30,2012-08,16604.26
1,30,2012-09,8819.130000000001
1,30,2012-10,10169.15
1,31,2010-02,12002.630000000001
1,31,2010-03,8899.0
1,31,2010-04,7461.43
1,31,2010-05,7054.39
1,31,2010-06,6619.639999999999
1,31,2010-07,10616.83
1,31,2010-08,27930.78
1,31,2010-09,9190.4
1,31,2010-10,9631.9
1,31,2010-11,9398.8
1,31,2010-12,19370.85
1,31,2011-01,10405.78
1,31,2011-02,10930.369999999999
1,31,2011-03,8850.14
1,31,2011-04,9006.83
1,31,2011-05,6849.18
1,31,2011-06,4948.24
